year,occupancy_date,overnight_service_type,service_user_count,capacity_type,capacity_actual_bed,occupancy_rate_beds,capacity_actual_room,occupancy_rate_rooms
2024,2024-08-19,Shelter,92,Room Based Capacity,NA,NA,26,100
2024,2024-08-19,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-08-19,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-08-19,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-08-19,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-08-19,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-08-19,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-08-19,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-08-19,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-08-19,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-08-19,Shelter,40,Bed Based Capacity,41,97.56,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,655,Room Based Capacity,NA,NA,150,100
2024,2024-08-20,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-08-20,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-20,Top Bunk Contingency Space,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,204,Room Based Capacity,NA,NA,70,98.57
2024,2024-08-20,Motel/Hotel Shelter,475,Room Based Capacity,NA,NA,154,99.35
2024,2024-08-20,Motel/Hotel Shelter,156,Room Based Capacity,NA,NA,150,100
2024,2024-08-20,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-08-20,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-08-20,Shelter,29,Bed Based Capacity,29,100,NA,NA
2024,2024-08-20,Shelter,74,Room Based Capacity,NA,NA,30,100
2024,2024-08-20,Shelter,213,Room Based Capacity,NA,NA,61,98.36
2024,2024-08-20,Motel/Hotel Shelter,22,Room Based Capacity,NA,NA,13,100
2024,2024-08-20,Motel/Hotel Shelter,83,Room Based Capacity,NA,NA,83,100
2024,2024-08-20,Motel/Hotel Shelter,14,Room Based Capacity,NA,NA,7,100
2024,2024-08-20,Motel/Hotel Shelter,59,Room Based Capacity,NA,NA,59,100
2024,2024-08-20,Shelter,18,Bed Based Capacity,18,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,104,Room Based Capacity,NA,NA,104,100
2024,2024-08-20,Shelter,160,Room Based Capacity,NA,NA,41,100
2024,2024-08-20,Motel/Hotel Shelter,122,Room Based Capacity,NA,NA,42,100
2024,2024-08-20,Motel/Hotel Shelter,49,Room Based Capacity,NA,NA,20,100
2024,2024-08-20,Shelter,68,Bed Based Capacity,68,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,55,Room Based Capacity,NA,NA,60,91.67
2024,2024-08-20,Shelter,48,Bed Based Capacity,48,100,NA,NA
2024,2024-08-20,Shelter,101,Bed Based Capacity,101,100,NA,NA
2024,2024-08-20,Shelter,78,Room Based Capacity,NA,NA,32,100
2024,2024-08-20,Motel/Hotel Shelter,184,Room Based Capacity,NA,NA,165,100
2024,2024-08-20,Isolation/Recovery Site,2,Room Based Capacity,NA,NA,2,100
2024,2024-08-20,Shelter,92,Bed Based Capacity,92,100,NA,NA
2024,2024-08-20,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-08-20,Shelter,67,Bed Based Capacity,67,100,NA,NA
2024,2024-08-20,Shelter,121,Bed Based Capacity,121,100,NA,NA
2024,2024-08-20,Shelter,34,Bed Based Capacity,36,94.44,NA,NA
2024,2024-08-20,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-08-20,Shelter,32,Bed Based Capacity,33,96.97,NA,NA
2024,2024-08-20,Shelter,34,Bed Based Capacity,35,97.14,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,65,Room Based Capacity,NA,NA,65,95.38
2024,2024-08-20,Shelter,87,Bed Based Capacity,87,100,NA,NA
2024,2024-08-20,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-08-20,Shelter,2,Bed Based Capacity,2,100,NA,NA
2024,2024-08-20,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-08-20,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-08-20,24-Hour Respite Site,78,Bed Based Capacity,78,100,NA,NA
2024,2024-08-20,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-08-20,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-08-20,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-08-20,Shelter,50,Bed Based Capacity,50,100,NA,NA
2024,2024-08-20,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,46,Room Based Capacity,NA,NA,46,100
2024,2024-08-20,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-08-20,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-20,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-08-20,Shelter,26,Bed Based Capacity,26,100,NA,NA
2024,2024-08-20,24-Hour Women's Drop-in,52,Bed Based Capacity,52,100,NA,NA
2024,2024-08-20,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-08-20,Shelter,69,Bed Based Capacity,69,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,282,Room Based Capacity,NA,NA,269,100
2024,2024-08-20,24-Hour Respite Site,70,Bed Based Capacity,70,100,NA,NA
2024,2024-08-20,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-08-20,Shelter,25,Bed Based Capacity,26,96.15,NA,NA
2024,2024-08-20,Shelter,23,Bed Based Capacity,25,92,NA,NA
2024,2024-08-20,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-08-20,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-08-20,Top Bunk Contingency Space,21,Bed Based Capacity,21,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,47,100
2024,2024-08-20,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-08-20,Shelter,96,Bed Based Capacity,103,93.2,NA,NA
2024,2024-08-20,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-08-20,Shelter,64,Bed Based Capacity,64,100,NA,NA
2024,2024-08-20,24-Hour Respite Site,75,Bed Based Capacity,75,100,NA,NA
2024,2024-08-20,Shelter,89,Bed Based Capacity,89,100,NA,NA
2024,2024-08-20,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-08-20,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-08-20,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-08-20,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,387,Room Based Capacity,NA,NA,325,100
2024,2024-08-20,Motel/Hotel Shelter,387,Room Based Capacity,NA,NA,189,100
2024,2024-08-20,Shelter,19,Bed Based Capacity,19,100,NA,NA
2024,2024-08-20,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-08-20,Shelter,49,Bed Based Capacity,49,100,NA,NA
2024,2024-08-20,Shelter,45,Bed Based Capacity,45,100,NA,NA
2024,2024-08-20,Shelter,22,Bed Based Capacity,22,100,NA,NA
2024,2024-08-20,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-08-20,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-08-20,Shelter,17,Bed Based Capacity,17,100,NA,NA
2024,2024-08-20,Shelter,10,Bed Based Capacity,12,83.33,NA,NA
2024,2024-08-20,Shelter,15,Bed Based Capacity,15,100,NA,NA
2024,2024-08-20,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-08-20,Shelter,24,Bed Based Capacity,24,100,NA,NA
2024,2024-08-20,Shelter,41,Bed Based Capacity,41,100,NA,NA
2024,2024-08-20,Shelter,44,Bed Based Capacity,44,100,NA,NA
2024,2024-08-20,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-08-20,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,31,Room Based Capacity,NA,NA,31,100
2024,2024-08-20,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-08-20,Motel/Hotel Shelter,13,Room Based Capacity,NA,NA,7,100
2024,2024-08-20,Motel/Hotel Shelter,107,Room Based Capacity,NA,NA,57,100
2024,2024-08-20,Motel/Hotel Shelter,230,Room Based Capacity,NA,NA,75,100
2024,2024-08-20,Motel/Hotel Shelter,93,Room Based Capacity,NA,NA,50,100
2024,2024-08-20,Shelter,232,Room Based Capacity,NA,NA,79,98.73
2024,2024-08-20,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-08-20,Shelter,79,Room Based Capacity,NA,NA,27,96.3
2024,2024-08-20,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,96,Room Based Capacity,NA,NA,54,100
2024,2024-08-20,Shelter,78,Bed Based Capacity,78,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,131,Room Based Capacity,NA,NA,131,100
2024,2024-08-20,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-08-20,Motel/Hotel Shelter,95,Room Based Capacity,NA,NA,52,100
2024,2024-08-20,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-08-20,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-08-20,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-08-20,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-08-20,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-08-20,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-08-20,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-20,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-08-20,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-08-20,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-08-20,Shelter,92,Room Based Capacity,NA,NA,26,100
2024,2024-08-20,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-08-20,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-08-20,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-08-20,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-08-20,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-08-20,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-08-20,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-08-20,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-08-20,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-08-20,Shelter,40,Bed Based Capacity,41,97.56,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,655,Room Based Capacity,NA,NA,150,100
2024,2024-08-21,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-08-21,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-21,Top Bunk Contingency Space,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,204,Room Based Capacity,NA,NA,69,100
2024,2024-08-21,Motel/Hotel Shelter,471,Room Based Capacity,NA,NA,154,98.7
2024,2024-08-21,Motel/Hotel Shelter,156,Room Based Capacity,NA,NA,150,100
2024,2024-08-21,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-08-21,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-08-21,Shelter,29,Bed Based Capacity,29,100,NA,NA
2024,2024-08-21,Shelter,74,Room Based Capacity,NA,NA,30,100
2024,2024-08-21,Shelter,213,Room Based Capacity,NA,NA,60,100
2024,2024-08-21,Motel/Hotel Shelter,22,Room Based Capacity,NA,NA,13,100
2024,2024-08-21,Motel/Hotel Shelter,83,Room Based Capacity,NA,NA,83,100
2024,2024-08-21,Motel/Hotel Shelter,14,Room Based Capacity,NA,NA,7,100
2024,2024-08-21,Motel/Hotel Shelter,59,Room Based Capacity,NA,NA,59,100
2024,2024-08-21,Shelter,18,Bed Based Capacity,18,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,103,Room Based Capacity,NA,NA,103,100
2024,2024-08-21,Shelter,160,Room Based Capacity,NA,NA,41,100
2024,2024-08-21,Motel/Hotel Shelter,129,Room Based Capacity,NA,NA,44,100
2024,2024-08-21,Motel/Hotel Shelter,49,Room Based Capacity,NA,NA,20,100
2024,2024-08-21,Shelter,68,Bed Based Capacity,68,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,55,Room Based Capacity,NA,NA,60,91.67
2024,2024-08-21,Shelter,48,Bed Based Capacity,48,100,NA,NA
2024,2024-08-21,Shelter,101,Bed Based Capacity,101,100,NA,NA
2024,2024-08-21,Shelter,78,Room Based Capacity,NA,NA,32,100
2024,2024-08-21,Motel/Hotel Shelter,184,Room Based Capacity,NA,NA,165,100
2024,2024-08-21,Isolation/Recovery Site,3,Room Based Capacity,NA,NA,3,100
2024,2024-08-21,Shelter,93,Bed Based Capacity,93,100,NA,NA
2024,2024-08-21,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-08-21,Shelter,67,Bed Based Capacity,67,100,NA,NA
2024,2024-08-21,Shelter,121,Bed Based Capacity,121,100,NA,NA
2024,2024-08-21,Shelter,34,Bed Based Capacity,36,94.44,NA,NA
2024,2024-08-21,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-08-21,Shelter,32,Bed Based Capacity,32,100,NA,NA
2024,2024-08-21,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,65,Room Based Capacity,NA,NA,65,95.38
2024,2024-08-21,Shelter,87,Bed Based Capacity,87,100,NA,NA
2024,2024-08-21,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-08-21,Shelter,2,Bed Based Capacity,2,100,NA,NA
2024,2024-08-21,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-08-21,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-08-21,24-Hour Respite Site,78,Bed Based Capacity,78,100,NA,NA
2024,2024-08-21,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-08-21,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-08-21,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-08-21,Shelter,50,Bed Based Capacity,50,100,NA,NA
2024,2024-08-21,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,46,Room Based Capacity,NA,NA,46,100
2024,2024-08-21,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-08-21,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-21,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-08-21,Shelter,26,Bed Based Capacity,26,100,NA,NA
2024,2024-08-21,24-Hour Women's Drop-in,52,Bed Based Capacity,52,100,NA,NA
2024,2024-08-21,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-08-21,Shelter,69,Bed Based Capacity,69,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,282,Room Based Capacity,NA,NA,269,100
2024,2024-08-21,24-Hour Respite Site,70,Bed Based Capacity,70,100,NA,NA
2024,2024-08-21,Shelter,4,Bed Based Capacity,6,66.67,NA,NA
2024,2024-08-21,Shelter,25,Bed Based Capacity,26,96.15,NA,NA
2024,2024-08-21,Shelter,24,Bed Based Capacity,25,96,NA,NA
2024,2024-08-21,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-08-21,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-08-21,Top Bunk Contingency Space,21,Bed Based Capacity,21,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,47,100
2024,2024-08-21,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-08-21,Shelter,92,Bed Based Capacity,102,90.2,NA,NA
2024,2024-08-21,Shelter,34,Bed Based Capacity,34,100,NA,NA
2024,2024-08-21,Shelter,64,Bed Based Capacity,64,100,NA,NA
2024,2024-08-21,24-Hour Respite Site,75,Bed Based Capacity,75,100,NA,NA
2024,2024-08-21,Shelter,89,Bed Based Capacity,89,100,NA,NA
2024,2024-08-21,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-08-21,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-08-21,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-08-21,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,387,Room Based Capacity,NA,NA,325,100
2024,2024-08-21,Motel/Hotel Shelter,388,Room Based Capacity,NA,NA,190,100
2024,2024-08-21,Shelter,19,Bed Based Capacity,19,100,NA,NA
2024,2024-08-21,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-08-21,Shelter,49,Bed Based Capacity,49,100,NA,NA
2024,2024-08-21,Shelter,44,Bed Based Capacity,45,97.78,NA,NA
2024,2024-08-21,Shelter,22,Bed Based Capacity,22,100,NA,NA
2024,2024-08-21,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-08-21,Shelter,52,Bed Based Capacity,53,98.11,NA,NA
2024,2024-08-21,Shelter,17,Bed Based Capacity,17,100,NA,NA
2024,2024-08-21,Shelter,10,Bed Based Capacity,12,83.33,NA,NA
2024,2024-08-21,Shelter,15,Bed Based Capacity,15,100,NA,NA
2024,2024-08-21,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-08-21,Shelter,24,Bed Based Capacity,24,100,NA,NA
2024,2024-08-21,Shelter,41,Bed Based Capacity,41,100,NA,NA
2024,2024-08-21,Shelter,44,Bed Based Capacity,44,100,NA,NA
2024,2024-08-21,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-08-21,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,31,Room Based Capacity,NA,NA,31,100
2024,2024-08-21,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-08-21,Motel/Hotel Shelter,13,Room Based Capacity,NA,NA,7,100
2024,2024-08-21,Motel/Hotel Shelter,105,Room Based Capacity,NA,NA,56,100
2024,2024-08-21,Motel/Hotel Shelter,230,Room Based Capacity,NA,NA,75,100
2024,2024-08-21,Motel/Hotel Shelter,93,Room Based Capacity,NA,NA,50,100
2024,2024-08-21,Shelter,232,Room Based Capacity,NA,NA,79,98.73
2024,2024-08-21,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-08-21,Shelter,79,Room Based Capacity,NA,NA,27,96.3
2024,2024-08-21,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,96,Room Based Capacity,NA,NA,54,100
2024,2024-08-21,Shelter,78,Bed Based Capacity,78,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,131,Room Based Capacity,NA,NA,131,100
2024,2024-08-21,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-08-21,Motel/Hotel Shelter,94,Room Based Capacity,NA,NA,52,100
2024,2024-08-21,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-08-21,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-08-21,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-08-21,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-08-21,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-08-21,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-08-21,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-21,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-08-21,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-08-21,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-08-21,Shelter,92,Room Based Capacity,NA,NA,26,100
2024,2024-08-21,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-08-21,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-08-21,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-08-21,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-08-21,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-08-21,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-08-21,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-08-21,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-08-21,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-08-21,Shelter,40,Bed Based Capacity,41,97.56,NA,NA
2024,2024-08-22,Motel/Hotel Shelter,655,Room Based Capacity,NA,NA,150,100
2024,2024-08-22,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-08-22,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-22,Top Bunk Contingency Space,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-22,Motel/Hotel Shelter,1,Room Based Capacity,NA,NA,1,100
2024,2024-08-22,Motel/Hotel Shelter,202,Room Based Capacity,NA,NA,69,100
2024,2024-08-22,Motel/Hotel Shelter,474,Room Based Capacity,NA,NA,153,100
2024,2024-08-22,Motel/Hotel Shelter,157,Room Based Capacity,NA,NA,151,100
2024,2024-08-22,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-08-22,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-08-22,Shelter,29,Bed Based Capacity,29,100,NA,NA
2024,2024-08-22,Shelter,74,Room Based Capacity,NA,NA,30,100
2024,2024-08-22,Shelter,213,Room Based Capacity,NA,NA,61,98.36
2024,2024-08-22,Motel/Hotel Shelter,22,Room Based Capacity,NA,NA,13,100
2024,2024-08-22,Motel/Hotel Shelter,83,Room Based Capacity,NA,NA,83,100
2024,2024-08-22,Motel/Hotel Shelter,14,Room Based Capacity,NA,NA,7,100
2024,2024-08-22,Motel/Hotel Shelter,60,Room Based Capacity,NA,NA,60,100
2024,2024-08-22,Shelter,17,Bed Based Capacity,18,94.44,NA,NA
2024,2024-08-22,Motel/Hotel Shelter,105,Room Based Capacity,NA,NA,105,100
2024,2024-08-22,Shelter,160,Room Based Capacity,NA,NA,41,100
2024,2024-08-22,Motel/Hotel Shelter,129,Room Based Capacity,NA,NA,44,100
2024,2024-08-22,Motel/Hotel Shelter,49,Room Based Capacity,NA,NA,20,100
2024,2024-08-22,Shelter,68,Bed Based Capacity,68,100,NA,NA
2024,2024-08-22,Motel/Hotel Shelter,55,Room Based Capacity,NA,NA,60,91.67
2024,2024-08-22,Shelter,48,Bed Based Capacity,48,100,NA,NA
2024,2024-08-22,Shelter,100,Bed Based Capacity,101,99.01,NA,NA
2024,2024-08-22,Shelter,78,Room Based Capacity,NA,NA,32,100
2024,2024-08-22,Motel/Hotel Shelter,183,Room Based Capacity,NA,NA,164,100
2024,2024-08-22,Isolation/Recovery Site,3,Room Based Capacity,NA,NA,3,100
2024,2024-08-22,Shelter,93,Bed Based Capacity,93,100,NA,NA
2024,2024-08-22,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-08-22,Shelter,67,Bed Based Capacity,67,100,NA,NA
2024,2024-08-22,Shelter,120,Bed Based Capacity,121,99.17,NA,NA
2024,2024-08-22,Shelter,36,Bed Based Capacity,36,100,NA,NA
2024,2024-08-22,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-08-22,Shelter,32,Bed Based Capacity,32,100,NA,NA
2024,2024-08-22,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-08-22,Motel/Hotel Shelter,66,Room Based Capacity,NA,NA,65,96.92
2024,2024-08-22,Shelter,87,Bed Based Capacity,87,100,NA,NA
2024,2024-08-22,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-08-22,Shelter,2,Bed Based Capacity,2,100,NA,NA
2024,2024-08-22,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-08-22,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-08-22,24-Hour Respite Site,78,Bed Based Capacity,78,100,NA,NA
2024,2024-08-22,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-08-22,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-08-22,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-08-22,Shelter,50,Bed Based Capacity,50,100,NA,NA
2024,2024-08-22,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-08-22,Motel/Hotel Shelter,46,Room Based Capacity,NA,NA,46,100
2024,2024-08-22,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-08-22,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-08-22,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-08-22,Shelter,26,Bed Based Capacity,26,100,NA,NA
2024,2024-08-22,24-Hour Women's Drop-in,52,Bed Based Capacity,52,100,NA,NA
2024,2024-08-22,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-08-22,Shelter,69,Bed Based Capacity,69,100,NA,NA
2024,2024-08-22,Motel/Hotel Shelter,282,Room Based Capacity,NA,NA,269,100
2024,2024-08-22,24-Hour Respite Site,69,Bed Based Capacity,70,98.57,NA,NA
2024,2024-08-22,Shelter,5,Bed Based Capacity,6,83.33,NA,NA
2024,2024-08-22,Shelter,25,Bed Based Capacity,26,96.15,NA,NA
2024,2024-08-22,Shelter,23,Bed Based Capacity,25,92,NA,NA
2024,2024-08-22,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-08-22,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-08-22,Top Bunk Contingency Space,21,Bed Based Capacity,21,100,NA,NA
2024,2024-08-22,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,47,100
2024,2024-08-22,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-08-22,Shelter,94,Bed Based Capacity,104,90.38,NA,NA
2024,2024-08-22,Shelter,34,Bed Based Capacity,34,100,NA,NA
2024,2024-08-22,Shelter,63,Bed Based Capacity,63,100,NA,NA
2024,2024-08-22,24-Hour Respite Site,74,Bed Based Capacity,74,100,NA,NA
2024,2024-08-22,Shelter,89,Bed Based Capacity,89,100,NA,NA
2024,2024-08-22,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-08-22,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-08-22,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-08-22,Alternative Space Protocol,3,Bed Based Capacity,3,100,NA,NA
2024,2024-08-22,Motel/Hotel Shelter,388,Room Based Capacity,NA,NA,326,100
2024,2024-08-22,Motel/Hotel Shelter,387,Room Based Capacity,NA,NA,189,100
2024,2024-08-22,Shelter,19,Bed Based Capacity,19,100,NA,NA
2024,2024-08-22,Shelter,85,Bed Based Capacity,85,100,NA,NA
2024,2024-08-22,Shelter,49,Bed Based Capacity,49,100,NA,NA
